"STATION","NAME","DATE","TMAX","TMIN"
"USC00450729","BLAINE, WA US","1990-01-01","46","38"
"USC00450729","BLAINE, WA US","1990-01-02","41","26"
"USC00450729","BLAINE, WA US","1990-01-03","43","36"
"USC00450729","BLAINE, WA US","1990-01-04","49","37"
"USC00450729","BLAINE, WA US","1990-01-05","51","40"
"USC00450729","BLAINE, WA US","1990-01-06","50","42"
"USC00450729","BLAINE, WA US","1990-01-07","51","46"
"USC00450729","BLAINE, WA US","1990-01-08","49","41"
"USC00450729","BLAINE, WA US","1990-01-09","46","41"
"USC00450729","BLAINE, WA US","1990-01-10","43","31"
"USC00450729","BLAINE, WA US","1990-01-11","43","26"
"USC00450729","BLAINE, WA US","1990-01-12","47","36"
"USC00450729","BLAINE, WA US","1990-01-13","45","36"
"USC00450729","BLAINE, WA US","1990-01-14","47","42"
"USC00450729","BLAINE, WA US","1990-01-15","45","38"
"USC00450729","BLAINE, WA US","1990-01-16","46","31"
"USC00450729","BLAINE, WA US","1990-01-17","44","28"
"USC00450729","BLAINE, WA US","1990-01-18","40","24"
"USC00450729","BLAINE, WA US","1990-01-19","43","24"
"USC00450729","BLAINE, WA US","1990-01-20","40","27"
"USC00450729","BLAINE, WA US","1990-01-21","41","38"
"USC00450729","BLAINE, WA US","1990-01-22","46","39"
"USC00450729","BLAINE, WA US","1990-01-23","44","40"
"USC00450729","BLAINE, WA US","1990-01-24","43","37"
"USC00450729","BLAINE, WA US","1990-01-25","45","40"
"USC00450729","BLAINE, WA US","1990-01-26","43","32"
"USC00450729","BLAINE, WA US","1990-01-27","46","35"
"USC00450729","BLAINE, WA US","1990-01-28","44","33"
"USC00450729","BLAINE, WA US","1990-01-29","43","38"
"USC00450729","BLAINE, WA US","1990-01-30","41","31"
"USC00450729","BLAINE, WA US","1990-01-31","39","24"
"USC00450729","BLAINE, WA US","1990-02-01","43","24"
"USC00450729","BLAINE, WA US","1990-02-02","45","38"
"USC00450729","BLAINE, WA US","1990-02-03","48","39"
"USC00450729","BLAINE, WA US","1990-02-04","43","30"
"USC00450729","BLAINE, WA US","1990-02-05","42","37"
"USC00450729","BLAINE, WA US","1990-02-06","39","32"
"USC00450729","BLAINE, WA US","1990-02-07","41","32"
"USC00450729","BLAINE, WA US","1990-02-08","38","29"
"USC00450729","BLAINE, WA US","1990-02-09","45","34"
"USC00450729","BLAINE, WA US","1990-02-10","49","44"
"USC00450729","BLAINE, WA US","1990-02-11","49","38"
"USC00450729","BLAINE, WA US","1990-02-12","38","31"
"USC00450729","BLAINE, WA US","1990-02-13","34","22"
"USC00450729","BLAINE, WA US","1990-02-14","28","19"
"USC00450729","BLAINE, WA US","1990-02-15","33","25"
"USC00450729","BLAINE, WA US","1990-02-16","32","27"
"USC00450729","BLAINE, WA US","1990-02-17","29","16"
"USC00450729","BLAINE, WA US","1990-02-18","36","9"
"USC00450729","BLAINE, WA US","1990-02-19","40","14"
"USC00450729","BLAINE, WA US","1990-02-20","43","32"
"USC00450729","BLAINE, WA US","1990-02-21","47","36"
"USC00450729","BLAINE, WA US","1990-02-22","46","38"
"USC00450729","BLAINE, WA US","1990-02-23","44","27"
"USC00450729","BLAINE, WA US","1990-02-24","47","41"
"USC00450729","BLAINE, WA US","1990-02-25","47","40"
"USC00450729","BLAINE, WA US","1990-02-26","51","27"
"USC00450729","BLAINE, WA US","1990-02-27","56","25"
"USC00450729","BLAINE, WA US","1990-02-28","52","27"
"USC00450729","BLAINE, WA US","1990-03-01","51","25"
"USC00450729","BLAINE, WA US","1990-03-02","56","27"
"USC00450729","BLAINE, WA US","1990-03-03","57","29"
"USC00450729","BLAINE, WA US","1990-03-04","56","43"
"USC00450729","BLAINE, WA US","1990-03-05","51","42"
"USC00450729","BLAINE, WA US","1990-03-06","50","43"
"USC00450729","BLAINE, WA US","1990-03-07","44","38"
"USC00450729","BLAINE, WA US","1990-03-08","43","33"
"USC00450729","BLAINE, WA US","1990-03-09","45","34"
"USC00450729","BLAINE, WA US","1990-03-10","49","40"
"USC00450729","BLAINE, WA US","1990-03-11","45","31"
"USC00450729","BLAINE, WA US","1990-03-12","46","26"
"USC00450729","BLAINE, WA US","1990-03-13","49","28"
"USC00450729","BLAINE, WA US","1990-03-14","48","36"
"USC00450729","BLAINE, WA US","1990-03-15","52","40"
"USC00450729","BLAINE, WA US","1990-03-16","53","37"
"USC00450729","BLAINE, WA US","1990-03-17","56","43"
"USC00450729","BLAINE, WA US","1990-03-18","56","47"
"USC00450729","BLAINE, WA US","1990-03-19","52","39"
"USC00450729","BLAINE, WA US","1990-03-20","58","44"
"USC00450729","BLAINE, WA US","1990-03-21","55","35"
"USC00450729","BLAINE, WA US","1990-03-22","49","41"
"USC00450729","BLAINE, WA US","1990-03-23","48","35"
"USC00450729","BLAINE, WA US","1990-03-24","56","26"
"USC00450729","BLAINE, WA US","1990-03-25","51","26"
"USC00450729","BLAINE, WA US","1990-03-26","51","27"
"USC00450729","BLAINE, WA US","1990-03-27","60","28"
"USC00450729","BLAINE, WA US","1990-03-28","55","31"
"USC00450729","BLAINE, WA US","1990-03-29","52","31"
"USC00450729","BLAINE, WA US","1990-03-30","56","37"
"USC00450729","BLAINE, WA US","1990-03-31","54","47"
"USC00450729","BLAINE, WA US","1990-04-01","56","38"
"USC00450729","BLAINE, WA US","1990-04-02","60","42"
"USC00450729","BLAINE, WA US","1990-04-03","59","33"
"USC00450729","BLAINE, WA US","1990-04-04","58","32"
"USC00450729","BLAINE, WA US","1990-04-05","56","34"
"USC00450729","BLAINE, WA US","1990-04-06","57","32"
"USC00450729","BLAINE, WA US","1990-04-07","56","34"
"USC00450729","BLAINE, WA US","1990-04-08","55","45"
"USC00450729","BLAINE, WA US","1990-04-09","56","42"
"USC00450729","BLAINE, WA US","1990-04-10","62","39"
"USC00450729","BLAINE, WA US","1990-04-11","63","48"
"USC00450729","BLAINE, WA US","1990-04-12","60","44"
"USC00450729","BLAINE, WA US","1990-04-13","54","47"
"USC00450729","BLAINE, WA US","1990-04-14","60","48"
"USC00450729","BLAINE, WA US","1990-04-15","64","44"
"USC00450729","BLAINE, WA US","1990-04-16","73","44"
"USC00450729","BLAINE, WA US","1990-04-17","65","51"
"USC00450729","BLAINE, WA US","1990-04-18","60","42"
"USC00450729","BLAINE, WA US","1990-04-19","55","48"
"USC00450729","BLAINE, WA US","1990-04-20","57","51"
"USC00450729","BLAINE, WA US","1990-04-21","58","46"
"USC00450729","BLAINE, WA US","1990-04-22","57","46"
"USC00450729","BLAINE, WA US","1990-04-23","55","48"
"USC00450729","BLAINE, WA US","1990-04-24","58","46"
"USC00450729","BLAINE, WA US","1990-04-25","55","42"
"USC00450729","BLAINE, WA US","1990-04-26","55","46"
"USC00450729","BLAINE, WA US","1990-04-27","52","42"
"USC00450729","BLAINE, WA US","1990-04-28","54","40"
"USC00450729","BLAINE, WA US","1990-04-29","59","36"
"USC00450729","BLAINE, WA US","1990-04-30","58","33"
"USC00450729","BLAINE, WA US","1990-05-01","56","45"
"USC00450729","BLAINE, WA US","1990-05-02","59","49"
"USC00450729","BLAINE, WA US","1990-05-03","59","43"
"USC00450729","BLAINE, WA US","1990-05-04","67","44"
"USC00450729","BLAINE, WA US","1990-05-05","74","46"
"USC00450729","BLAINE, WA US","1990-05-06","59","45"
"USC00450729","BLAINE, WA US","1990-05-07","58","46"
"USC00450729","BLAINE, WA US","1990-05-08","57","38"
"USC00450729","BLAINE, WA US","1990-05-09","60","39"
"USC00450729","BLAINE, WA US","1990-05-10","63","42"
"USC00450729","BLAINE, WA US","1990-05-11","63","49"
"USC00450729","BLAINE, WA US","1990-05-12","60","48"
"USC00450729","BLAINE, WA US","1990-05-13","60","48"
"USC00450729","BLAINE, WA US","1990-05-14","62","42"
"USC00450729","BLAINE, WA US","1990-05-15","60","48"
"USC00450729","BLAINE, WA US","1990-05-16","60","43"
"USC00450729","BLAINE, WA US","1990-05-17","61","41"
"USC00450729","BLAINE, WA US","1990-05-18","61","48"
"USC00450729","BLAINE, WA US","1990-05-19","61","46"
"USC00450729","BLAINE, WA US","1990-05-20","64","49"
"USC00450729","BLAINE, WA US","1990-05-21","67","47"
"USC00450729","BLAINE, WA US","1990-05-22","66","53"
"USC00450729","BLAINE, WA US","1990-05-23","65","45"
"USC00450729","BLAINE, WA US","1990-05-24","63","47"
"USC00450729","BLAINE, WA US","1990-05-25","61","48"
"USC00450729","BLAINE, WA US","1990-05-26","65","44"
"USC00450729","BLAINE, WA US","1990-05-27","64","53"
"USC00450729","BLAINE, WA US","1990-05-28","63","51"
"USC00450729","BLAINE, WA US","1990-05-29","67","52"
"USC00450729","BLAINE, WA US","1990-05-30","68","52"
"USC00450729","BLAINE, WA US","1990-05-31","66","48"
"USC00450729","BLAINE, WA US","1990-06-01","53","47"
"USC00450729","BLAINE, WA US","1990-06-02","66","49"
"USC00450729","BLAINE, WA US","1990-06-03","64","54"
"USC00450729","BLAINE, WA US","1990-06-04","63","48"
"USC00450729","BLAINE, WA US","1990-06-05","60","48"
"USC00450729","BLAINE, WA US","1990-06-06","60","50"
"USC00450729","BLAINE, WA US","1990-06-07","62","49"
"USC00450729","BLAINE, WA US","1990-06-08","62","50"
"USC00450729","BLAINE, WA US","1990-06-09","61","52"
"USC00450729","BLAINE, WA US","1990-06-10","56","47"
"USC00450729","BLAINE, WA US","1990-06-11","62","48"
"USC00450729","BLAINE, WA US","1990-06-12","61","50"
"USC00450729","BLAINE, WA US","1990-06-13","63","51"
"USC00450729","BLAINE, WA US","1990-06-14","68","48"
"USC00450729","BLAINE, WA US","1990-06-15","73","51"
"USC00450729","BLAINE, WA US","1990-06-16","73","52"
"USC00450729","BLAINE, WA US","1990-06-17","65","50"
"USC00450729","BLAINE, WA US","1990-06-18","73","52"
"USC00450729","BLAINE, WA US","1990-06-19","71","55"
"USC00450729","BLAINE, WA US","1990-06-20","70","51"
"USC00450729","BLAINE, WA US","1990-06-21","75","51"
"USC00450729","BLAINE, WA US","1990-06-22","78","56"
"USC00450729","BLAINE, WA US","1990-06-23","75","52"
"USC00450729","BLAINE, WA US","1990-06-24","67","49"
"USC00450729","BLAINE, WA US","1990-06-25","66","52"
"USC00450729","BLAINE, WA US","1990-06-26","67","50"
"USC00450729","BLAINE, WA US","1990-06-27","68","45"
"USC00450729","BLAINE, WA US","1990-06-28","71","56"
"USC00450729","BLAINE, WA US","1990-06-29","72","58"
"USC00450729","BLAINE, WA US","1990-06-30","70","57"
"USC00450729","BLAINE, WA US","1990-07-01","68","54"
"USC00450729","BLAINE, WA US","1990-07-02","66","53"
"USC00450729","BLAINE, WA US","1990-07-03","67","49"
"USC00450729","BLAINE, WA US","1990-07-04","71","51"
"USC00450729","BLAINE, WA US","1990-07-05","70","58"
"USC00450729","BLAINE, WA US","1990-07-06","69","56"
"USC00450729","BLAINE, WA US","1990-07-07","69","56"
"USC00450729","BLAINE, WA US","1990-07-08","70","53"
"USC00450729","BLAINE, WA US","1990-07-09","72","53"
"USC00450729","BLAINE, WA US","1990-07-10","75","50"
"USC00450729","BLAINE, WA US","1990-07-11","79","55"
"USC00450729","BLAINE, WA US","1990-07-12","80","60"
"USC00450729","BLAINE, WA US","1990-07-13","81","60"
"USC00450729","BLAINE, WA US","1990-07-14","78","54"
"USC00450729","BLAINE, WA US","1990-07-15","76","54"
"USC00450729","BLAINE, WA US","1990-07-16","75","56"
"USC00450729","BLAINE, WA US","1990-07-17","70","52"
"USC00450729","BLAINE, WA US","1990-07-18","72","49"
"USC00450729","BLAINE, WA US","1990-07-19","80","50"
"USC00450729","BLAINE, WA US","1990-07-20","81","53"
"USC00450729","BLAINE, WA US","1990-07-21","81","54"
"USC00450729","BLAINE, WA US","1990-07-22","79","54"
"USC00450729","BLAINE, WA US","1990-07-23","82","55"
"USC00450729","BLAINE, WA US","1990-07-24","73","57"
"USC00450729","BLAINE, WA US","1990-07-25","73","55"
"USC00450729","BLAINE, WA US","1990-07-26","69","58"
"USC00450729","BLAINE, WA US","1990-07-27","67","50"
"USC00450729","BLAINE, WA US","1990-07-28","74","53"
"USC00450729","BLAINE, WA US","1990-07-29","76","54"
"USC00450729","BLAINE, WA US","1990-07-30","78","55"
"USC00450729","BLAINE, WA US","1990-07-31","79","58"
"USC00450729","BLAINE, WA US","1990-08-01","75","57"
"USC00450729","BLAINE, WA US","1990-08-02","72","52"
"USC00450729","BLAINE, WA US","1990-08-03","73","52"
"USC00450729","BLAINE, WA US","1990-08-04","76","54"
"USC00450729","BLAINE, WA US","1990-08-05","84","58"
"USC00450729","BLAINE, WA US","1990-08-06","83","56"
"USC00450729","BLAINE, WA US","1990-08-07","72","49"
"USC00450729","BLAINE, WA US","1990-08-08","72","49"
"USC00450729","BLAINE, WA US","1990-08-09","81","51"
"USC00450729","BLAINE, WA US","1990-08-10","79","58"
"USC00450729","BLAINE, WA US","1990-08-11","81","63"
"USC00450729","BLAINE, WA US","1990-08-12","78","60"
"USC00450729","BLAINE, WA US","1990-08-13","78","61"
"USC00450729","BLAINE, WA US","1990-08-14","75","55"
"USC00450729","BLAINE, WA US","1990-08-15","73","52"
"USC00450729","BLAINE, WA US","1990-08-16","72","61"
"USC00450729","BLAINE, WA US","1990-08-17","73","55"
"USC00450729","BLAINE, WA US","1990-08-18","71","59"
"USC00450729","BLAINE, WA US","1990-08-19","69","52"
"USC00450729","BLAINE, WA US","1990-08-20","69","55"
"USC00450729","BLAINE, WA US","1990-08-21","69","59"
"USC00450729","BLAINE, WA US","1990-08-22","72","57"
"USC00450729","BLAINE, WA US","1990-08-23","69","52"
"USC00450729","BLAINE, WA US","1990-08-24","66","44"
"USC00450729","BLAINE, WA US","1990-08-25","67","51"
"USC00450729","BLAINE, WA US","1990-08-26","67","45"
"USC00450729","BLAINE, WA US","1990-08-27","70","45"
"USC00450729","BLAINE, WA US","1990-08-28","73","47"
"USC00450729","BLAINE, WA US","1990-08-29","69","52"
"USC00450729","BLAINE, WA US","1990-08-30","65","53"
"USC00450729","BLAINE, WA US","1990-08-31","69","54"
"USC00450729","BLAINE, WA US","1990-09-01","67","54"
"USC00450729","BLAINE, WA US","1990-09-02","68","44"
"USC00450729","BLAINE, WA US","1990-09-03","73","45"
"USC00450729","BLAINE, WA US","1990-09-04","71","47"
"USC00450729","BLAINE, WA US","1990-09-05","69","46"
"USC00450729","BLAINE, WA US","1990-09-06","70","46"
"USC00450729","BLAINE, WA US","1990-09-07","68","47"
"USC00450729","BLAINE, WA US","1990-09-08","65","57"
"USC00450729","BLAINE, WA US","1990-09-09","64","56"
"USC00450729","BLAINE, WA US","1990-09-10","67","50"
"USC00450729","BLAINE, WA US","1990-09-11","69","46"
"USC00450729","BLAINE, WA US","1990-09-12","68","57"
"USC00450729","BLAINE, WA US","1990-09-13","67","46"
"USC00450729","BLAINE, WA US","1990-09-14","70","45"
"USC00450729","BLAINE, WA US","1990-09-15","66","52"
"USC00450729","BLAINE, WA US","1990-09-16","66","56"
"USC00450729","BLAINE, WA US","1990-09-17","64","55"
"USC00450729","BLAINE, WA US","1990-09-18","64","46"
"USC00450729","BLAINE, WA US","1990-09-19","65","58"
"USC00450729","BLAINE, WA US","1990-09-20","66","46"
"USC00450729","BLAINE, WA US","1990-09-21","69","46"
"USC00450729","BLAINE, WA US","1990-09-22","76","49"
"USC00450729","BLAINE, WA US","1990-09-23","74","54"
"USC00450729","BLAINE, WA US","1990-09-24","65","46"
"USC00450729","BLAINE, WA US","1990-09-25","60","48"
"USC00450729","BLAINE, WA US","1990-09-26","63","55"
"USC00450729","BLAINE, WA US","1990-09-27","64","51"
"USC00450729","BLAINE, WA US","1990-09-28","67","45"
"USC00450729","BLAINE, WA US","1990-09-29","66","55"
"USC00450729","BLAINE, WA US","1990-09-30","64","37"
"USC00450729","BLAINE, WA US","1990-10-01","61","50"
"USC00450729","BLAINE, WA US","1990-10-02","58","47"
"USC00450729","BLAINE, WA US","1990-10-03","58","44"
"USC00450729","BLAINE, WA US","1990-10-04","59","50"
"USC00450729","BLAINE, WA US","1990-10-05","55","48"
"USC00450729","BLAINE, WA US","1990-10-06","53","38"
"USC00450729","BLAINE, WA US","1990-10-07","53","36"
"USC00450729","BLAINE, WA US","1990-10-08","58","44"
"USC00450729","BLAINE, WA US","1990-10-09","53","42"
"USC00450729","BLAINE, WA US","1990-10-10","55","46"
"USC00450729","BLAINE, WA US","1990-10-11","51","34"
"USC00450729","BLAINE, WA US","1990-10-12","58","44"
"USC00450729","BLAINE, WA US","1990-10-13","56","47"
"USC00450729","BLAINE, WA US","1990-10-14","52","43"
"USC00450729","BLAINE, WA US","1990-10-15","51","44"
"USC00450729","BLAINE, WA US","1990-10-16","52","42"
"USC00450729","BLAINE, WA US","1990-10-17","50","38"
"USC00450729","BLAINE, WA US","1990-10-18","57","46"
"USC00450729","BLAINE, WA US","1990-10-19","52","45"
"USC00450729","BLAINE, WA US","1990-10-20","51","37"
"USC00450729","BLAINE, WA US","1990-10-21","53","42"
"USC00450729","BLAINE, WA US","1990-10-22","53","38"
"USC00450729","BLAINE, WA US","1990-10-23","57","40"
"USC00450729","BLAINE, WA US","1990-10-24","61","47"
"USC00450729","BLAINE, WA US","1990-10-25","60","52"
"USC00450729","BLAINE, WA US","1990-10-26","57","45"
"USC00450729","BLAINE, WA US","1990-10-27","62","42"
"USC00450729","BLAINE, WA US","1990-10-28","62","39"
"USC00450729","BLAINE, WA US","1990-10-29","53","39"
"USC00450729","BLAINE, WA US","1990-10-30","52","41"
"USC00450729","BLAINE, WA US","1990-10-31","49","39"
"USC00450729","BLAINE, WA US","1990-11-01","48","37"
"USC00450729","BLAINE, WA US","1990-11-02","48","31"
"USC00450729","BLAINE, WA US","1990-11-03","43","39"
"USC00450729","BLAINE, WA US","1990-11-04","52","43"
"USC00450729","BLAINE, WA US","1990-11-05","50","37"
"USC00450729","BLAINE, WA US","1990-11-06","45","28"
"USC00450729","BLAINE, WA US","1990-11-07","50","40"
"USC00450729","BLAINE, WA US","1990-11-08","49","43"
"USC00450729","BLAINE, WA US","1990-11-09","54","40"
"USC00450729","BLAINE, WA US","1990-11-10","56","45"
"USC00450729","BLAINE, WA US","1990-11-11","61","54"
"USC00450729","BLAINE, WA US","1990-11-12","60","49"
"USC00450729","BLAINE, WA US","1990-11-13","54","43"
"USC00450729","BLAINE, WA US","1990-11-14","47","40"
"USC00450729","BLAINE, WA US","1990-11-15","47","38"
"USC00450729","BLAINE, WA US","1990-11-16","49","44"
"USC00450729","BLAINE, WA US","1990-11-17","48","38"
"USC00450729","BLAINE, WA US","1990-11-18","43","29"
"USC00450729","BLAINE, WA US","1990-11-19","42","37"
"USC00450729","BLAINE, WA US","1990-11-20","42","35"
"USC00450729","BLAINE, WA US","1990-11-21","44","34"
"USC00450729","BLAINE, WA US","1990-11-22","53","43"
"USC00450729","BLAINE, WA US","1990-11-23","52","50"
"USC00450729","BLAINE, WA US","1990-11-24","53","38"
"USC00450729","BLAINE, WA US","1990-11-25","43","35"
"USC00450729","BLAINE, WA US","1990-11-26","42","31"
"USC00450729","BLAINE, WA US","1990-11-27","45","29"
"USC00450729","BLAINE, WA US","1990-11-28","47","30"
"USC00450729","BLAINE, WA US","1990-11-29","48","41"
"USC00450729","BLAINE, WA US","1990-11-30","42","33"
"USC00450729","BLAINE, WA US","1990-12-01","43","32"
"USC00450729","BLAINE, WA US","1990-12-02","39","31"
"USC00450729","BLAINE, WA US","1990-12-03","50","33"
"USC00450729","BLAINE, WA US","1990-12-04","51","44"
"USC00450729","BLAINE, WA US","1990-12-05","46","41"
"USC00450729","BLAINE, WA US","1990-12-06","48","38"
"USC00450729","BLAINE, WA US","1990-12-07","46","28"
"USC00450729","BLAINE, WA US","1990-12-08","47","39"
"USC00450729","BLAINE, WA US","1990-12-09","43","41"
"USC00450729","BLAINE, WA US","1990-12-10","44","41"
"USC00450729","BLAINE, WA US","1990-12-11","42","33"
"USC00450729","BLAINE, WA US","1990-12-12","39","32"
"USC00450729","BLAINE, WA US","1990-12-13","40","31"
"USC00450729","BLAINE, WA US","1990-12-14","39","33"
"USC00450729","BLAINE, WA US","1990-12-15","43","32"
"USC00450729","BLAINE, WA US","1990-12-16","36","28"
"USC00450729","BLAINE, WA US","1990-12-17","49","33"
"USC00450729","BLAINE, WA US","1990-12-18","45","22"
"USC00450729","BLAINE, WA US","1990-12-19","23","14"
"USC00450729","BLAINE, WA US","1990-12-20","19","11"
"USC00450729","BLAINE, WA US","1990-12-21","18","7"
"USC00450729","BLAINE, WA US","1990-12-22","22","15"
"USC00450729","BLAINE, WA US","1990-12-23","25","6"
"USC00450729","BLAINE, WA US","1990-12-24","30","24"
"USC00450729","BLAINE, WA US","1990-12-25","31","26"
"USC00450729","BLAINE, WA US","1990-12-26","37","30"
"USC00450729","BLAINE, WA US","1990-12-27","44","33"
"USC00450729","BLAINE, WA US","1990-12-28","36","7"
"USC00450729","BLAINE, WA US","1990-12-29","16","3"
"USC00450729","BLAINE, WA US","1990-12-30","28","14"
"USC00450729","BLAINE, WA US","1990-12-31","43","28"
"USC00450729","BLAINE, WA US","1991-01-01","42","34"
"USC00450729","BLAINE, WA US","1991-01-02","38","29"
"USC00450729","BLAINE, WA US","1991-01-03","38","27"
"USC00450729","BLAINE, WA US","1991-01-04","32","22"
"USC00450729","BLAINE, WA US","1991-01-05","26","17"
"USC00450729","BLAINE, WA US","1991-01-06","26","21"
"USC00450729","BLAINE, WA US","1991-01-07","27","21"
"USC00450729","BLAINE, WA US","1991-01-08","27","24"
"USC00450729","BLAINE, WA US","1991-01-09","31","27"
"USC00450729","BLAINE, WA US","1991-01-10","37","31"
"USC00450729","BLAINE, WA US","1991-01-11","47","33"
"USC00450729","BLAINE, WA US","1991-01-12","51","42"
"USC00450729","BLAINE, WA US","1991-01-13","48","39"
"USC00450729","BLAINE, WA US","1991-01-14","48","38"
"USC00450729","BLAINE, WA US","1991-01-15","49","39"
"USC00450729","BLAINE, WA US","1991-01-16","44","41"
"USC00450729","BLAINE, WA US","1991-01-17","44","39"
"USC00450729","BLAINE, WA US","1991-01-18","44","41"
"USC00450729","BLAINE, WA US","1991-01-19","41","28"
"USC00450729","BLAINE, WA US","1991-01-20","39","23"
"USC00450729","BLAINE, WA US","1991-01-21","38","24"
"USC00450729","BLAINE, WA US","1991-01-22","35","23"
"USC00450729","BLAINE, WA US","1991-01-23","37","31"
"USC00450729","BLAINE, WA US","1991-01-24","41","26"
"USC00450729","BLAINE, WA US","1991-01-25","42","25"
"USC00450729","BLAINE, WA US","1991-01-26","39","20"
"USC00450729","BLAINE, WA US","1991-01-27","35","18"
"USC00450729","BLAINE, WA US","1991-01-28","38","25"
"USC00450729","BLAINE, WA US","1991-01-29","34","18"
"USC00450729","BLAINE, WA US","1991-01-30","40","29"
"USC00450729","BLAINE, WA US","1991-01-31","47","33"
"USC00450729","BLAINE, WA US","1991-02-01","58","40"
"USC00450729","BLAINE, WA US","1991-02-02","57","50"
"USC00450729","BLAINE, WA US","1991-02-03","53","42"
"USC00450729","BLAINE, WA US","1991-02-04","58","47"
"USC00450729","BLAINE, WA US","1991-02-05","51","39"
"USC00450729","BLAINE, WA US","1991-02-06","47","35"
"USC00450729","BLAINE, WA US","1991-02-07","49","42"
"USC00450729","BLAINE, WA US","1991-02-08","52","40"
"USC00450729","BLAINE, WA US","1991-02-09","48","33"
"USC00450729","BLAINE, WA US","1991-02-10","47","33"
"USC00450729","BLAINE, WA US","1991-02-11","53","42"
"USC00450729","BLAINE, WA US","1991-02-12","51","44"
"USC00450729","BLAINE, WA US","1991-02-13","50","40"
"USC00450729","BLAINE, WA US","1991-02-14","55","45"
"USC00450729","BLAINE, WA US","1991-02-15","52","51"
"USC00450729","BLAINE, WA US","1991-02-16","51","41"
"USC00450729","BLAINE, WA US","1991-02-17","48","40"
"USC00450729","BLAINE, WA US","1991-02-18","45","37"
"USC00450729","BLAINE, WA US","1991-02-19","50","40"
"USC00450729","BLAINE, WA US","1991-02-20","49","45"
"USC00450729","BLAINE, WA US","1991-02-21","49","31"
"USC00450729","BLAINE, WA US","1991-02-22","47","33"
"USC00450729","BLAINE, WA US","1991-02-23","46","29"
"USC00450729","BLAINE, WA US","1991-02-24","47","28"
"USC00450729","BLAINE, WA US","1991-02-25","51","29"
"USC00450729","BLAINE, WA US","1991-02-26","53","30"
"USC00450729","BLAINE, WA US","1991-02-27","52","29"
"USC00450729","BLAINE, WA US","1991-02-28","52","30"
"USC00450729","BLAINE, WA US","1991-03-01","36","26"
"USC00450729","BLAINE, WA US","1991-03-02","43","28"
"USC00450729","BLAINE, WA US","1991-03-03","47","35"
"USC00450729","BLAINE, WA US","1991-03-04","43","28"
"USC00450729","BLAINE, WA US","1991-03-05","44","26"
"USC00450729","BLAINE, WA US","1991-03-06","43","32"
"USC00450729","BLAINE, WA US","1991-03-07","45","35"
"USC00450729","BLAINE, WA US","1991-03-08","47","33"
"USC00450729","BLAINE, WA US","1991-03-09","46","36"
"USC00450729","BLAINE, WA US","1991-03-10","52","36"
"USC00450729","BLAINE, WA US","1991-03-11","42","33"
"USC00450729","BLAINE, WA US","1991-03-12","50","34"
"USC00450729","BLAINE, WA US","1991-03-13","46","31"
"USC00450729","BLAINE, WA US","1991-03-14","46","37"
"USC00450729","BLAINE, WA US","1991-03-15","44","28"
"USC00450729","BLAINE, WA US","1991-03-16","52","33"
"USC00450729","BLAINE, WA US","1991-03-17","53","29"
"USC00450729","BLAINE, WA US","1991-03-18","54","30"
"USC00450729","BLAINE, WA US","1991-03-19","54","43"
"USC00450729","BLAINE, WA US","1991-03-20","55","40"
"USC00450729","BLAINE, WA US","1991-03-21","52","35"
"USC00450729","BLAINE, WA US","1991-03-22","50","36"
"USC00450729","BLAINE, WA US","1991-03-23","55","35"
"USC00450729","BLAINE, WA US","1991-03-24","53","36"
"USC00450729","BLAINE, WA US","1991-03-25","49","35"
"USC00450729","BLAINE, WA US","1991-03-26","49","37"
"USC00450729","BLAINE, WA US","1991-03-27","48","25"
"USC00450729","BLAINE, WA US","1991-03-28","53","33"
"USC00450729","BLAINE, WA US","1991-03-29","48","43"
"USC00450729","BLAINE, WA US","1991-03-30","55","40"
"USC00450729","BLAINE, WA US","1991-03-31","55","38"
"USC00450729","BLAINE, WA US","1991-04-01","51","46"
"USC00450729","BLAINE, WA US","1991-04-02","52","43"
"USC00450729","BLAINE, WA US","1991-04-03","48","40"
"USC00450729","BLAINE, WA US","1991-04-04","51","43"
"USC00450729","BLAINE, WA US","1991-04-05","52","42"
"USC00450729","BLAINE, WA US","1991-04-06","50","39"
"USC00450729","BLAINE, WA US","1991-04-07","53","37"
"USC00450729","BLAINE, WA US","1991-04-08","53","37"
"USC00450729","BLAINE, WA US","1991-04-09","51","40"
"USC00450729","BLAINE, WA US","1991-04-10","50","34"
"USC00450729","BLAINE, WA US","1991-04-11","54","28"
"USC00450729","BLAINE, WA US","1991-04-12","55","30"
"USC00450729","BLAINE, WA US","1991-04-13","56","36"
"USC00450729","BLAINE, WA US","1991-04-14","54","44"
"USC00450729","BLAINE, WA US","1991-04-15","56","40"
"USC00450729","BLAINE, WA US","1991-04-16","62","35"
"USC00450729","BLAINE, WA US","1991-04-17","60","41"
"USC00450729","BLAINE, WA US","1991-04-18","58","37"
"USC00450729","BLAINE, WA US","1991-04-19","61","37"
"USC00450729","BLAINE, WA US","1991-04-20","64","38"
"USC00450729","BLAINE, WA US","1991-04-21","63","41"
"USC00450729","BLAINE, WA US","1991-04-22","62","46"
"USC00450729","BLAINE, WA US","1991-04-23","54","39"
"USC00450729","BLAINE, WA US","1991-04-24","57","46"
"USC00450729","BLAINE, WA US","1991-04-25","54","35"
"USC00450729","BLAINE, WA US","1991-04-26","53","37"
